Unnamed: 0,type,instruction,input,ref
150,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""จิราภรณ์และกิตติพงษ์วางแผนเดินทาง""}","{""sentence"": ""จิราภรณ์ 和 กิตติพงษ์ 计划旅行.""}"
151,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""อนุชาและปวีณาเดินเล่นในสวนสาธารณะ""}","{""sentence"": ""อนุชา 和 ปวีณา 在公园散步.""}"
152,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""ธนพลและมาลีเรียนภาษาจีนด้วยกัน""}","{""sentence"": ""ธนพล 和 มาลี 一起学习中文.""}"
153,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of city unchanged (answer in json format):,"{""sentence"": ""ฉันจะไปโซลในเดือนหน้า""}","{""sentence"": ""我下个月要去 โซล 出差.""}"
154,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of city unchanged (answer in json format):,"{""sentence"": ""โตเกียวเป็นเมืองที่ใหญ่""}","{""sentence"": ""โตเกียว 是一个很大的城市.""}"
155,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of city unchanged (answer in json format):,"{""sentence"": ""พวกเขาวางแผนเดินทางจากโอซาก้าไปเกียวโต""}","{""sentence"": ""他们计划从 โอซาก้า 去 เกียวโต 旅行.""}"
156,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of city unchanged (answer in json format):,"{""sentence"": ""ฉันชอบกินซูชิที่โยโกฮาม่า""}","{""sentence"": ""我喜欢在 โยโกฮาม่า 吃寿司.""}"
157,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of city unchanged (answer in json format):,"{""sentence"": ""ทะเลสาบบิวะในชิกะสวยงามมาก""}","{""sentence"": ""ทะเลสาบ บิวะ ใน ชิกะ 非常美丽.""}"
158,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""สมชายและสมหญิงไปตลาด""}","{""sentence"": ""สมชาย 和 สมหญิง 去市场.""}"
159,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""วิชัยทักทายสุนีย์""}","{""sentence"": ""วิชัย 向 สุนีย์ 打招呼.""}"
160,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""จิราภรณ์และกิตติพงษ์วางแผนเดินทาง""}","{""sentence"": ""จิราภรณ์ 和 กิตติพงษ์ 计划旅行.""}"
161,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""อนุชาและปวีณาเดินเล่นในสวนสาธารณะ""}","{""sentence"": ""อนุชา 和 ปวีณา 在公园散步.""}"
162,partial_02.json,Translate the following Thai phrase into Chinese while keeping names of people unchanged (answer in json format):,"{""sentence"": ""ธนพลและมาลีเรียนภาษาจีนด้วยกัน""}","{""sentence"": ""ธนพล 和 มาลี 一起学习中文.""}"
163,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,แมว,猫，一种常见的宠物动物。
164,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,บ้าน,房子，人们居住的建筑物。
165,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,หนังสือ,书籍，用于阅读和学习的材料。
166,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,น้ำ,水，生命之源，无色无味的液体。
167,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,รถ,汽车，一种用于交通运输的机动车辆。
168,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,อาหาร,食物，人们摄取以维持生命和健康的物质。
169,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,โรงเรียน,学校，提供教育和学习的机构。
170,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,เพื่อน,朋友，与自己有亲密关系的人。
171,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ดอกไม้,花朵，植物的生殖器官，通常具有鲜艳的颜色和香气。
172,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,เพลง,歌曲，由旋律和歌词组成的音乐作品。
173,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ทะเล,海洋，覆盖地球表面的巨大水体。
174,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ภูเขา,山脉，地球表面高耸的自然地形。
175,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,เด็ก,孩子，年龄较小的人，通常指未成年的个体。
176,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,เวลา,时间，事件发生的持续或顺序。
177,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,สุขภาพ,健康，身体和心理的良好状态。
178,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ความรัก,爱情，强烈的情感和关爱。
179,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,งาน,工作，人们为了谋生而进行的活动。
180,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,เงิน,钱，作为交换媒介的货币。
181,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ครอบครัว,家庭，由亲密关系的人组成的社会单位。
182,dictionary_01.json,Give the definition of the following Thai vocab in Chinese:,ความสุข,幸福，内心的满足和愉悦感。
183,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,猫,แมว สัตว์เลี้ยงที่พบได้บ่อย
184,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,房子,บ้าน อาคารที่คนอาศัยอยู่
185,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,书籍,หนังสือ วัสดุสำหรับอ่านและเรียนรู้
186,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,水,น้ำ แหล่งชีวิต ของเหลวไม่มีสีและรสชาติ
187,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,汽车,รถ ยานพาหนะที่ใช้สำหรับการขนส่ง
188,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,食物,อาหาร สารที่คนบริโภคเพื่อรักษาชีวิตและสุขภาพ
189,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,学校,โรงเรียน สถาบันที่ให้การศึกษาและการเรียนรู้
190,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,朋友,เพื่อน คนที่มีความสัมพันธ์ใกล้ชิดกับตนเอง
191,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,花朵,ดอกไม้ อวัยวะสืบพันธุ์ของพืช มักมีสีสันสดใสและมีกลิ่นหอม
192,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,歌曲,เพลง ผลงานดนตรีที่ประกอบด้วยทำนองและเนื้อร้อง
193,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,电脑,คอมพิวเตอร์ อุปกรณ์อิเล็กทรอนิกส์ที่ใช้สำหรับประมวลผลข้อมูล
194,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,手机,โทรศัพท์มือถือ อุปกรณ์สื่อสารแบบพกพาที่ใช้สำหรับการโทรและส่งข้อความ
195,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,电视,โทรทัศน์ อุปกรณ์ที่ใช้สำหรับรับชมรายการโทรทัศน์
196,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,音乐,ดนตรี ศิลปะที่ใช้เสียงและจังหวะในการสร้างความบันเทิง
197,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,电影,ภาพยนตร์ ผลงานศิลปะที่ใช้ภาพเคลื่อนไหวในการเล่าเรื่อง
198,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,运动,กีฬา กิจกรรมที่ใช้ร่างกายในการแข่งขันหรือออกกำลังกาย
199,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,书店,ร้านหนังสือ ร้านค้าที่ขายหนังสือและวัสดุการอ่านอื่นๆ
200,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,咖啡,กาแฟ เครื่องดื่มที่ทำจากเมล็ดกาแฟคั่ว
201,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,茶,ชา เครื่องดื่มที่ทำจากใบชาผ่านการชงด้วยน้ำร้อน
202,dictionary_02.json,Give the definition of the following Chinese vocab in Thai:,面包,ขนมปัง อาหารที่ทำจากแป้งและอบจนสุก
203,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,努力,"{'translation': 'พยายาม', 'HSK_level': 4, 'definition': 'การทำงานหนักเพื่อให้บรรลุเป้าหมาย'}"
204,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,成功,"{'translation': 'ความสำเร็จ', 'HSK_level': 4, 'definition': 'การบรรลุเป้าหมายหรือความต้องการ'}"
205,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,经验,"{'translation': 'ประสบการณ์', 'HSK_level': 4, 'definition': 'ความรู้หรือทักษะที่ได้รับจากการทำสิ่งต่างๆ ในอดีต'}"
206,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,挑战,"{'translation': 'ความท้าทาย', 'HSK_level': 4, 'definition': 'สถานการณ์หรือปัญหาที่ต้องการความพยายามและทักษะในการแก้ไข'}"
207,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,合作,"{'translation': 'ความร่วมมือ', 'HSK_level': 4, 'definition': 'การทำงานร่วมกันเพื่อบรรลุเป้าหมายที่ตั้งไว้'}"
208,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,创新,"{'translation': 'นวัตกรรม', 'HSK_level': 4, 'definition': 'การสร้างสิ่งใหม่หรือวิธีการใหม่ๆ ที่มีประโยชน์'}"
209,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,责任,"{'translation': 'ความรับผิดชอบ', 'HSK_level': 4, 'definition': 'หน้าที่หรือภาระที่ต้องทำให้สำเร็จ'}"
210,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,环境,"{'translation': 'สิ่งแวดล้อม', 'HSK_level': 4, 'definition': 'สภาพแวดล้อมรอบตัวเรา รวมถึงธรรมชาติและสังคม'}"
211,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,文化,"{'translation': 'วัฒนธรรม', 'HSK_level': 4, 'definition': 'ระบบความเชื่อ ประเพณี และวิถีชีวิตของกลุ่มคน'}"
212,hsk_01.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,教育,"{'translation': 'การศึกษา', 'HSK_level': 4, 'definition': 'กระบวนการเรียนรู้และพัฒนาความรู้ ทักษะ และคุณค่า'}"
213,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,朋友,"{'translation': 'เพื่อน', 'HSK_level': 1, 'definition': 'คนที่เรารู้จักและมีความสัมพันธ์ที่ดี'}"
214,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,学校,"{'translation': 'โรงเรียน', 'HSK_level': 1, 'definition': 'สถานที่ที่เด็กๆ ไปเรียนหนังสือ'}"
215,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,水,"{'translation': 'น้ำ', 'HSK_level': 1, 'definition': 'ของเหลวที่ไม่มีสีและรสชาติ ซึ่งจำเป็นต่อการดำรงชีวิต'}"
216,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,书籍,"{'translation': 'หนังสือ', 'HSK_level': 1, 'definition': 'วัสดุที่ใช้สำหรับอ่านและเรียนรู้'}"
217,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,汽车,"{'translation': 'รถ', 'HSK_level': 1, 'definition': 'ยานพาหนะที่ใช้สำหรับการขนส่งผู้คนหรือสิ่งของ'}"
218,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,食物,"{'translation': 'อาหาร', 'HSK_level': 1, 'definition': 'สารที่คนบริโภคเพื่อรักษาชีวิตและสุขภาพ'}"
219,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,花朵,"{'translation': 'ดอกไม้', 'HSK_level': 2, 'definition': 'ส่วนหนึ่งของพืชที่มักมีสีสันสดใสและมีกลิ่นหอม'}"
220,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,歌曲,"{'translation': 'เพลง', 'HSK_level': 2, 'definition': 'ผลงานดนตรีที่ประกอบด้วยทำนองและเนื้อร้อง'}"
221,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,猫,"{'translation': 'แมว', 'HSK_level': 1, 'definition': 'สัตว์เลี้ยงที่มีขนปกคลุมตัว มักเป็นเพื่อนกับมนุษย์'}"
222,hsk_02.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,房子,"{'translation': 'บ้าน', 'HSK_level': 1, 'definition': 'อาคารที่คนอาศัยอยู่เพื่อพักอาศัย'}"
223,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,环境,"{'translation': 'สิ่งแวดล้อม', 'HSK_level': 5, 'definition': 'สภาพแวดล้อมรอบตัวมนุษย์ รวมถึงธรรมชาติและสังคม'}"
224,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,发展,"{'translation': 'พัฒนา', 'HSK_level': 5, 'definition': 'การเติบโตหรือปรับปรุงให้ดีขึ้น'}"
225,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,提高,"{'translation': 'ยกระดับ', 'HSK_level': 5, 'definition': 'ทำให้มีคุณภาพหรือประสิทธิภาพสูงขึ้น'}"
226,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,经济,"{'translation': 'เศรษฐกิจ', 'HSK_level': 5, 'definition': 'ระบบการผลิต การแลกเปลี่ยน และการบริโภคสินค้าและบริการในสังคม'}"
227,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,文化,"{'translation': 'วัฒนธรรม', 'HSK_level': 5, 'definition': 'ลักษณะและวิถีชีวิตของกลุ่มคนที่สะท้อนผ่านศิลปะ ความเชื่อ และประเพณี'}"
228,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,社会,"{'translation': 'สังคม', 'HSK_level': 5, 'definition': 'กลุ่มคนที่มีความสัมพันธ์และปฏิสัมพันธ์กันในรูปแบบต่างๆ'}"
229,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,教育,"{'translation': 'การศึกษา', 'HSK_level': 5, 'definition': 'กระบวนการเรียนรู้และพัฒนาความรู้ ทักษะ และคุณค่า'}"
230,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,科技,"{'translation': 'เทคโนโลยี', 'HSK_level': 5, 'definition': 'การประยุกต์ใช้ความรู้ทางวิทยาศาสตร์เพื่อพัฒนาสิ่งใหม่ๆ ที่เป็นประโยชน์ต่อมนุษย์'}"
231,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,健康,"{'translation': 'สุขภาพ', 'HSK_level': 5, 'definition': 'สภาพของร่างกายและจิตใจที่ดีและสมบูรณ์'}"
232,hsk_03.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,艺术,"{'translation': 'ศิลปะ', 'HSK_level': 5, 'definition': 'การแสดงออกทางความคิดและความรู้สึกผ่านสื่อและรูปแบบต่างๆ เช่น ดนตรี วาดภาพ และการแสดง'}"
233,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,坚持不懈,"{'translation': 'ไม่ย่อท้อ', 'HSK_level': 6, 'definition': 'ทำอย่างต่อเนื่องโดยไม่ยอมแพ้แม้เจออุปสรรค'}"
234,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,举足轻重,"{'translation': 'มีอิทธิพลสำคัญ', 'HSK_level': 6, 'definition': 'มีบทบาทหรืออิทธิพลที่สำคัญต่อผลลัพธ์'}"
235,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,精益求精,"{'translation': 'ปรับปรุงให้ดียิ่งขึ้น', 'HSK_level': 6, 'definition': 'พยายามทำให้ดีที่สุดและพัฒนาคุณภาพต่อเนื่อง'}"
236,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,无可厚非,"{'translation': 'ไม่สามารถตำหนิได้', 'HSK_level': 6, 'definition': 'สิ่งที่ไม่ควรถูกวิจารณ์เพราะมีเหตุผลที่เข้าใจได้'}"
237,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,名副其实,"{'translation': 'สมกับชื่อเสียง', 'HSK_level': 6, 'definition': 'มีคุณสมบัติหรือความสามารถที่ตรงกับชื่อเสียงหรือคำกล่าวอ้าง'}"
238,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,迫不及待,"{'translation': 'อดใจรอไม่ไหว', 'HSK_level': 6, 'definition': 'รู้สึกตื่นเต้นและอยากทำบางสิ่งทันทีโดยไม่อยากรอ'}"
239,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,无忧无虑,"{'translation': 'ไร้กังวล', 'HSK_level': 6, 'definition': 'มีชีวิตที่ปราศจากความกังวลหรือปัญหา'}"
240,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,千方百计,"{'translation': 'พยายามทุกวิถีทาง', 'HSK_level': 6, 'definition': 'ใช้วิธีการต่างๆ มากมายเพื่อบรรลุเป้าหมาย'}"
241,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,无微不至,"{'translation': 'เอาใจใส่ทุกด้าน', 'HSK_level': 6, 'definition': 'ดูแลหรือเอาใจใส่ในทุกรายละเอียดอย่างละเอียดถี่ถ้วน'}"
242,hsk_04.json,Translate the following HSK vocabulary term into Thai and provide its HSK level with definition:,与众不同,"{'translation': 'ไม่เหมือนใคร', 'HSK_level': 6, 'definition': 'มีลักษณะหรือคุณสมบัติที่โดดเด่นและแตกต่างจากคนอื่น'}"
243,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""我喜欢学习中文""}","{""alignment"": {""我"": ""ฉัน"", ""喜欢"": ""ชอบ"", ""学习"": ""เรียน"", ""中文"": ""ภาษาจีน""}}"
244,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""他每天跑步""}","{""alignment"": {""他"": ""เขา"", ""每天"": ""ทุกวัน"", ""跑步"": ""วิ่ง""}}"
245,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""今天天气很好""}","{""alignment"": {""今天"": ""วันนี้"", ""天气"": ""อากาศ"", ""很"": ""ดีมาก""}}"
246,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""我们去学校""}","{""alignment"": {""我们"": ""พวกเรา"", ""去"": ""ไป"", ""学校"": ""โรงเรียน""}}"
247,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""老师在教室""}","{""alignment"": {""老师"": ""ครู"", ""在"": ""อยู่"", ""教室"": ""ห้องเรียน""}}"
248,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""她喜欢吃苹果""}","{""alignment"": {""她"": ""เธอ"", ""喜欢"": ""ชอบ"", ""吃"": ""กิน"", ""苹果"": ""แอปเปิ้ล""}}"
249,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""中国是一个大国""}","{""alignment"": {""中国"": ""ประเทศจีน"", ""是"": ""คือ"", ""一个"": ""หนึ่ง"", ""大国"": ""ประเทศใหญ่""}}"
250,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""学生们在图书馆""}","{""alignment"": {""学生们"": ""นักเรียน"", ""在"": ""อยู่"", ""图书馆"": ""ห้องสมุด""}}"
251,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""我们一起看电影""}","{""alignment"": {""我们"": ""พวกเรา"", ""一起"": ""ด้วยกัน"", ""看"": ""ดู"", ""电影"": ""หนัง""}}"
252,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""妈妈做饭很好吃""}","{""alignment"": {""妈妈"": ""แม่"", ""做饭"": ""ทำอาหาร"", ""很好吃"": ""อร่อยมาก""}}"
253,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""我有一本书""}","{""alignment"": {""我"": ""ฉัน"", ""有"": ""มี"", ""一本"": ""หนึ่งเล่ม"", ""书"": ""หนังสือ""}}"
254,word_alignment.json,Align the following sentence by listing each Chinese word with its Thai equivalent (answer in json format):,"{""sentence"": ""他们住在曼谷""}","{""alignment"": {""他们"": ""พวกเขา"", ""住"": ""อาศัย"", ""在"": ""ที่"", ""曼谷"": ""กรุงเทพฯ""}}"
